"h","doy","hod","out_T","out_RH","gal_T","gal_RH","case_T","case_RH","hvac","gal_M_fix","case_M_fix","gal_M_pkg","gal_LIM","case_LIM","gal_DP"
1722,223,17,32.54,76.07,30.4,80.77,29.96,70.07,0,0.5283,0,1.3703,74.17,74.16,26.72
1723,223,18,32.04,73.92,30.38,80.4,30.04,70.18,0,0.4186,0,1.3703,74.16,74.16,26.63
1724,223,19,31.2,76.6,30.32,80.32,30.1,70.29,0,0.3967,0,1.3703,74.16,74.16,26.55
1725,223,20,30.39,75.7,30.3,80.09,30.14,70.4,0,0.3266,0,1.3703,74.16,74.16,26.48
1726,223,21,30.23,78.41,30.15,79.9,30.14,70.51,0,0.3252,0,1.3703,74.16,74.16,26.29
1727,223,22,30.87,79.15,30.06,79.96,30.13,70.61,0,0.3239,0,1.3703,74.16,74.16,26.22
1728,223,23,30.15,80.25,30,80.09,30.1,70.72,0,0.3239,0,1.3703,74.16,74.16,26.18
1729,224,0,29.1,85.88,29.86,80.49,30.05,70.83,0,0.3262,0,1.3703,74.16,74.16,26.14
1730,224,1,27.72,85.18,29.65,80.67,29.97,70.94,0,0.3295,0,1.3703,74.16,74.16,25.98
1731,224,2,28.78,85.65,29.52,81.22,29.88,71.05,0,0.3352,0,1.3703,74.17,74.16,25.96
1732,224,3,28.51,85.1,29.42,82.06,29.79,71.17,0,0.3441,0,1.3703,74.17,74.16,26.04
1733,224,4,28.55,84.39,29.3,82.47,29.69,71.3,0,0.3545,0,1.3703,74.17,74.16,26.01
1734,224,5,29.5,85.7,29.23,82.51,29.6,71.42,0,0.3649,0,1.3703,74.17,74.17,25.94
1735,224,6,30.21,84.14,29.22,82.91,29.52,71.55,0,0.3767,0,1.3703,74.17,74.17,26.01
1736,224,7,30.92,83.88,29.2,82.88,29.46,71.68,0,0.3882,0,1.3703,74.17,74.17,25.99
1737,224,8,32.42,77.1,29.38,82.59,29.44,71.8,0,0.3988,0,1.3703,74.17,74.17,26.11
1738,224,9,32.4,81.1,29.5,82.66,29.45,71.92,0,0.4095,0,1.3703,74.17,74.17,26.24
1739,224,10,34.02,69.53,29.72,81.86,29.51,72.03,0,0.4171,0,1.3703,74.16,74.17,26.29
1740,224,11,34.73,73.18,30.09,81.52,29.63,72.13,0,0.4231,0,1.3703,74.16,74.16,26.58
1741,224,12,37.17,63.42,30.53,80.6,29.81,72.23,0,0.4243,0,1.3703,74.17,74.16,26.81
1742,224,13,35.5,61.01,30.81,79.93,30.01,72.31,0,0.423,0,1.3703,74.17,74.16,26.94
1743,224,14,36.7,61.43,31.18,79.18,30.24,72.39,0,0.4217,0,1.3703,74.18,74.16,27.14
1744,224,15,36.51,63.19,31.51,78.31,30.5,72.46,0,0.4203,0,1.3703,74.19,74.17,27.28
1745,224,16,33.89,71.63,31.65,77.92,30.73,72.52,0,0.419,0,1.3703,74.2,74.17,27.32
1746,224,17,34.93,67.27,31.8,77.25,30.94,72.57,0,0.4177,0,1.3703,74.21,74.17,27.32
1747,224,18,34.18,74.26,31.91,77.05,31.13,72.62,0,0.4163,0,1.3703,74.21,74.18,27.38
1748,224,19,33.8,78.02,31.91,77.45,31.29,72.67,0,0.4163,0,1.3703,74.21,74.19,27.48
1749,224,20,32.3,81.56,31.79,77.88,31.39,72.73,0,0.4163,0,1.3703,74.21,74.19,27.45
1750,224,21,31.25,82.94,31.66,78.83,31.44,72.8,0,0.4163,0,1.3703,74.2,74.19,27.53
1751,224,22,28.98,86.36,31.33,79.78,31.42,72.88,0,0.4163,0,1.3703,74.19,74.19,27.42
1752,224,23,27.58,85.85,30.96,80.05,31.33,72.96,0,0.3143,0,1.3703,74.18,74.19,27.11
1753,225,0,26.63,85.57,30.48,80.75,31.16,73.04,0,0.3182,0,1.3703,74.17,74.18,26.8
1754,225,1,26.35,87.55,30.21,81.46,30.97,73.14,0,0.3251,0,1.3703,74.16,74.18,26.68
1755,225,2,25.97,91.61,29.84,82.34,30.74,73.24,0,0.3352,0,1.3703,74.16,74.17,26.5
1756,225,3,26.56,91.81,29.53,82.84,30.5,73.34,0,0.347,0,1.3703,74.17,74.17,26.3
1757,225,4,28.3,87.25,29.33,83.28,30.27,73.46,0,0.3601,0,1.3703,74.17,74.16,26.2
1758,225,5,28.35,86.57,29.07,83.76,30.03,73.57,0,0.3748,0,1.3712,74.17,74.16,26.05
1759,225,6,29.11,78.78,29.01,83,29.82,73.67,0,0.3868,0,1.3712,74.18,74.16,25.83
1760,225,7,29.84,72.45,29.02,82.7,29.66,73.77,0,0.3976,0,1.3712,74.18,74.16,25.78
1761,225,8,30.34,69.19,29.05,82.11,29.54,73.87,0,0.4062,0,1.3712,74.18,74.17,25.68
1762,225,9,32.05,70.51,29.2,81.62,29.47,73.95,0,0.4127,0,1.3712,74.17,74.17,25.73
1763,225,10,32.57,70.23,29.32,81.15,29.44,74.03,0,0.417,0,1.3712,74.17,74.17,25.75
1764,225,11,33.74,67.45,29.61,80.39,29.48,74.1,0,0.417,0,1.3712,74.17,74.17,25.88
1765,225,12,34.91,69.45,30,79.4,29.58,74.16,0,0.4156,0,1.3712,74.16,74.17,26.04
1766,225,13,35.93,67.56,30.37,78.97,29.74,74.22,0,0.4143,0,1.3712,74.16,74.16,26.31
1767,225,14,36,68.55,30.72,78.44,29.93,74.26,0,0.413,0,1.3712,74.17,74.16,26.54
1768,225,15,34.05,67.29,30.91,78.29,30.13,74.31,0,0.4116,0,1.3712,74.17,74.16,26.69
1769,225,16,34.66,72.75,31.15,77.72,30.33,74.35,0,0.4103,0,1.3712,74.18,74.16,26.79
1770,225,17,33.97,74.07,31.34,77.32,30.54,74.38,0,0.409,0,1.3712,74.19,74.17,26.9
1771,225,18,32.36,77.48,31.41,77.56,30.71,74.41,0,0.409,0,1.3712,74.19,74.17,27.01
1772,225,19,32.66,77.47,31.37,77.89,30.84,74.45,0,0.409,0,1.3712,74.19,74.17,27.05
1773,225,20,29.39,78.02,31.11,77.54,30.9,74.49,0,0.409,0,1.3712,74.18,74.17,26.72
1774,225,21,27.96,84.85,30.74,78.18,30.87,74.53,0,0.409,0,1.3712,74.17,74.17,26.5
1775,225,22,26.92,81.95,30.29,78.79,30.75,74.58,0,0.409,0,1.3712,74.16,74.17,26.19
1776,225,23,25.8,85.89,29.87,79.16,30.57,74.63,0,0.409,0,1.3712,74.16,74.17,25.87
1777,226,0,25.47,85.83,29.38,79.47,30.33,74.68,0,0.409,0,1.3712,74.17,74.16,25.45
1778,226,1,25.86,87.55,28.99,80.1,30.07,74.74,0,0.3287,0,1.3712,74.18,74.16,25.21
1779,226,2,25.53,90.25,28.69,80.37,29.79,74.8,0,0.3302,0,1.3712,74.19,74.16,24.98
1780,226,3,25.48,91.96,28.3,81.7,29.49,74.88,0,0.3376,0,1.3712,74.2,74.17,24.87
1781,226,4,24.31,90.71,27.85,82.85,29.17,74.97,0,0.3489,0,1.3712,74.22,74.17,24.67
1782,226,5,24.47,89.9,27.48,83.32,28.83,75.06,0,0.3616,0,1.3712,74.25,74.18,24.4
1783,226,6,23.61,88.53,27,83.96,28.46,75.16,0,0.3762,0,1.374,74.28,74.19,24.06
1784,226,7,25.47,87.15,26.7,84.27,28.11,75.26,0,0.3916,0,1.3794,74.31,74.21,23.83
1785,226,8,25.44,84.2,26.57,85.07,27.8,75.37,0,0.4097,0,1.3906,74.32,74.23,23.85
1786,226,9,24.97,89.25,26.33,86.01,27.51,75.49,0,0.431,0,1.4071,74.35,74.25,23.8
1787,226,10,26.67,78.78,26.25,85.94,27.26,75.6,0,0.4519,0,1.4229,74.35,74.26,23.71
1788,226,11,29.04,75.36,26.43,86.22,27.09,75.72,0,0.474,0,1.44,74.34,74.28,23.94
1789,226,12,30,74.94,26.61,85.47,26.99,75.83,0,0.4933,0,1.4527,74.32,74.28,23.97
1790,226,13,30.64,73.07,26.85,84.78,26.97,75.93,0,0.5103,0,1.4603,74.3,74.29,24.07
1791,226,14,29.76,72.3,26.97,83.61,26.97,76.02,0,0.5231,0,1.4603,74.29,74.29,23.95
1792,226,15,29.77,74.49,27.06,83.04,26.99,76.09,0,0.5338,0,1.4603,74.28,74.29,23.94
1793,226,16,31.09,76.81,27.33,82.91,27.05,76.17,0,0.544,0,1.4603,74.26,74.28,24.17
1794,226,17,30.87,77.29,27.54,82.8,27.15,76.24,0,0.5537,0,1.4603,74.24,74.27,24.35
1795,226,18,30.68,78.26,27.66,82.41,27.25,76.31,0,0.5618,0,1.4603,74.24,74.26,24.39
1796,226,19,28.07,90.54,27.66,82.92,27.33,76.38,0,0.5719,0,1.4603,74.24,74.26,24.49
1797,226,20,29.9,84.35,27.69,82.58,27.4,76.45,0,0.5805,0,1.4603,74.23,74.25,24.45
1798,226,21,30.23,86.05,27.77,83.45,27.48,76.53,0,0.5926,0,1.4603,74.23,74.25,24.71
1799,226,22,29.02,87.95,27.75,83.91,27.53,76.61,0,0.6063,0,1.4603,74.23,74.24,24.78
1800,226,23,28.31,89.85,27.77,84.74,27.58,76.7,0,0.6231,0,1.4675,74.23,74.24,24.96
1801,227,0,28.27,96.74,27.79,86.04,27.62,76.81,0,0.6449,0,1.4835,74.23,74.24,25.24
1802,227,1,27.54,98,27.66,86.56,27.63,76.92,0,0.6688,0,1.5022,74.24,74.24,25.21
1803,227,2,29.18,98,27.7,87.5,27.64,77.03,0,0.6969,0,1.5252,74.23,74.24,25.43
1804,227,3,28.21,96.54,27.68,88.23,27.65,77.16,0,0.7287,0,1.5511,74.24,74.24,25.55
1805,227,4,27.12,95.24,27.5,88.55,27.62,77.28,0,0.762,0,1.578,74.25,74.24,25.44
1806,227,5,27.94,92.11,27.48,88.86,27.59,77.41,0,0.797,0,1.606,74.25,74.24,25.48
1807,227,6,26.31,92.95,27.33,88.83,27.54,77.54,0,0.8317,0,1.6336,74.26,74.24,25.32
1808,227,7,27.18,85.07,27.23,88.49,27.48,77.66,0,0.8643,0,1.6597,74.27,74.25,25.16
1809,227,8,28.32,82.34,27.22,88.31,27.43,77.78,0,0.896,0,1.6848,74.27,74.25,25.12
1810,227,9,28.86,77.56,27.26,87.84,27.39,77.89,0,0.9252,0,1.7076,74.26,74.25,25.07
1811,227,10,29.59,73.87,27.34,86.98,27.38,77.99,0,0.9502,0,1.7255,74.26,74.26,24.98
1812,227,11,30.96,72.84,27.56,85.87,27.42,78.08,0,0.9701,0,1.7351,74.24,74.25,24.98
1813,227,12,31.31,70.44,27.75,84.76,27.49,78.15,0,0.9849,0,1.7351,74.23,74.25,24.95
1814,227,13,30.78,68.56,27.89,84.03,27.57,78.22,0,0.9959,0,1.7351,74.22,74.24,24.94
1815,227,14,30.89,70.3,28.07,83.09,27.67,78.27,0,1.0012,0,1.7351,74.21,74.24,24.93
1816,227,15,31.81,68.63,28.21,82.32,27.78,78.32,0,0.9815,0,1.7351,74.21,74.23,24.9
1817,227,16,30.66,67.96,28.35,81.45,27.89,78.35,0,0.7294,0,1.7351,74.2,74.22,24.87
1818,227,17,29.37,71,28.28,80.55,27.97,78.38,0,0.4641,0,1.7351,74.2,74.22,24.61
1819,227,18,29.56,73.24,28.36,79.66,28.05,78.39,0,0.4628,0,1.7351,74.2,74.21,24.51
1820,227,19,28.15,78.16,28.26,79.93,28.09,78.41,0,0.4614,0,1.7351,74.2,74.21,24.47
1821,227,20,26.28,80.21,28.06,80.17,28.09,78.43,0,0.3519,0,1.7351,74.21,74.21,24.33
1822,227,21,26.04,86.15,27.83,80.72,28.03,78.45,0,0.3549,0,1.7351,74.23,74.21,24.21
1823,227,22,24.32,89.3,27.38,81.46,27.9,78.49,0,0.361,0,1.7351,74.26,74.22,23.93
1824,227,23,23.6,94.35,27.05,82.27,27.73,78.53,0,0.37,0,1.7351,74.28,74.23,23.76
1825,228,0,22.38,98,26.57,83.02,27.5,78.58,0,0.3814,0,1.7351,74.32,74.25,23.45
1826,228,1,22.37,98,26.13,83.78,27.23,78.64,0,0.395,0,1.7351,74.37,74.27,23.17
1827,228,2,22.63,98,25.7,85.52,26.92,78.71,0,0.4142,0,1.7407,74.41,74.29,23.09
1828,228,3,22.45,98,25.32,86.13,26.6,78.8,0,0.4353,0,1.7514,74.46,74.32,22.83
1829,228,4,22.79,97.63,25.05,87.07,26.29,78.89,0,0.46,0,1.7683,74.5,74.35,22.75
1830,228,5,21.67,97.89,24.73,87.84,25.98,78.99,0,0.4877,0,1.7891,74.54,74.38,22.58
1831,228,6,22.93,97.66,24.49,88.56,25.68,79.09,0,0.5187,0,1.8129,74.58,74.42,22.48
1832,228,7,23.7,98,24.35,89.65,25.42,79.21,0,0.5554,0,1.8409,74.6,74.45,22.54
1833,228,8,24.6,97.19,24.27,90.39,25.19,79.34,0,0.5965,0,1.8714,74.61,74.48,22.6
1834,228,9,26.66,92.9,24.29,90.36,25.01,79.46,0,0.6374,0,1.9017,74.61,74.5,22.61
1835,228,10,26.58,90.34,24.29,91.12,24.87,79.59,0,0.6834,0,1.9342,74.61,74.52,22.75
1836,228,11,28.05,85.43,24.49,90.97,24.79,79.71,0,0.7285,0,1.9663,74.58,74.53,22.92
1837,228,12,28.34,80.4,24.67,90.4,24.77,79.83,0,0.7701,0,1.9965,74.55,74.54,22.99
1838,228,13,27.49,88.72,24.74,90.35,24.76,79.95,0,0.8114,0,2.0264,74.54,74.54,23.05
1839,228,14,29.66,72.39,25.04,89.29,24.82,80.05,0,0.8465,0.004,2.0518,74.5,74.53,23.15
1840,228,15,29.56,76.96,25.29,88.81,24.91,80.15,0,0.8793,0.0083,2.0746,74.47,74.52,23.31
1841,228,16,29.15,79.29,25.5,88.3,25.03,80.24,0,0.9095,0.0128,2.094,74.44,74.5,23.43
1842,228,17,28.73,78.09,25.61,87.81,25.14,80.33,0,0.9373,0.0176,2.1095,74.43,74.48,23.43
1843,228,18,28.08,79.42,25.68,87.23,25.25,80.4,0,0.9623,0.0226,2.1195,74.42,74.47,23.39
1844,228,19,28.39,83.72,25.92,87.3,25.38,80.48,0,0.9878,0.0279,2.1299,74.39,74.45,23.64
1845,228,20,27.87,86.22,25.98,87.79,25.5,80.56,0,1.0156,0.0334,2.1445,74.38,74.44,23.8
1846,228,21,26.77,90.86,25.95,88.17,25.59,80.64,0,1.0928,0.0391,2.1617,74.39,74.43,23.84
1847,228,22,25.61,92.99,25.82,88.51,25.64,80.73,0,1.1732,0.045,2.181,74.4,74.42,23.78
1848,228,23,24.4,94.46,25.62,88.6,25.64,80.82,0,1.2537,0.0511,2.2006,74.42,74.42,23.6
1849,229,0,24.66,95.98,25.47,89.32,25.6,80.91,0,1.342,0.0575,2.2243,74.44,74.43,23.58
1850,229,1,22.71,98,25.16,89.7,25.51,81.01,0,1.4337,0.0642,2.2496,74.48,74.44,23.35
1851,229,2,21.82,98,24.77,90.75,25.37,81.12,0,1.5378,0.0711,2.2794,74.54,74.46,23.16
1852,229,3,23.08,98,24.5,91.61,25.19,81.24,0,1.6529,0.0782,2.312,74.58,74.48,23.05
1853,229,4,23.61,98,24.34,92.12,25.02,81.36,0,1.775,0.0856,2.3459,74.6,74.5,22.98
1854,229,5,23.88,96.66,24.23,93.15,24.86,81.49,0,1.9134,0.0933,2.3817,74.62,74.52,23.05
1855,229,6,25.39,94.85,24.28,93.19,24.75,81.62,0,2.0521,0.1013,2.4175,74.61,74.54,23.1
1856,229,7,25.95,89.72,24.37,93.28,24.67,81.75,0,2.1923,0.1096,2.4534,74.6,74.55,23.21
1857,229,8,26.53,87.34,24.44,92.76,24.62,81.87,0,2.3224,0.1182,2.4882,74.59,74.56,23.19
1858,229,9,28.11,84.84,24.6,92.43,24.62,81.99,0,2.4455,0.1271,2.5221,74.56,74.56,23.28
1859,229,10,28.79,90.27,24.84,92.38,24.66,82.1,0,2.5667,0.1363,2.5557,74.53,74.55,23.52
1860,229,11,32.67,80.7,25.43,91.88,24.82,82.21,0,2.6767,0.1458,2.5877,74.45,74.53,24.01
1861,229,12,32.57,85.58,25.91,92.05,25.04,82.32,0,2.7882,0.1556,2.6201,74.39,74.5,24.52
1862,229,13,34.36,71.63,26.45,90.85,25.32,82.42,0,2.8629,0.1657,2.6466,74.33,74.46,24.84
1863,229,14,33.49,69.43,26.9,89.38,25.64,82.49,0,2.8694,0.176,2.6601,74.29,74.42,25
1864,229,15,33.91,71.48,27.34,88.48,25.98,82.56,0,2.6653,0.1866,2.6604,74.26,74.38,25.27
1865,229,16,34.08,69.76,27.77,87.09,26.34,82.61,0,2.3025,0.1974,2.6604,74.23,74.34,25.43
1866,229,17,33.8,68.71,28.03,86.66,26.68,82.65,0,2.1869,0.2084,2.6604,74.21,74.31,25.6
1867,229,18,32.33,68.65,28.22,85.81,26.98,82.69,0,1.9585,0.2196,2.6604,74.21,74.29,25.61
1868,229,19,31.47,71.27,28.42,84.86,27.27,82.71,0,1.6991,0.2308,2.6604,74.2,74.26,25.62
1869,229,20,30.98,73.84,28.44,84.79,27.5,82.74,0,1.6784,0.2422,2.6604,74.2,74.25,25.63
1870,229,21,29.75,77.37,28.47,84.24,27.7,82.75,0,1.5275,0.2536,2.6604,74.19,74.23,25.55
1871,229,22,28.12,77.17,28.35,83.9,27.83,82.77,0,1.4327,0.265,2.6604,74.2,74.23,25.36
1872,229,23,26.31,81.16,28.09,83.97,27.88,82.78,0,1.4349,0.2764,2.6604,74.21,74.22,25.12
1873,230,0,24.58,84.64,27.76,84.18,27.86,82.8,0,1.443,0.2879,2.6604,74.23,74.22,24.84
1874,230,1,24.69,83.34,27.47,84,27.78,82.81,0,1.445,0.2993,2.6604,74.25,74.23,24.53
1875,230,2,24.37,83.85,27.15,83.99,27.65,82.82,0,1.4464,0.3106,2.6604,74.27,74.24,24.21
1876,230,3,24.76,87.39,26.82,84.09,27.49,82.84,0,1.4505,0.3219,2.6604,74.3,74.25,23.91
1877,230,4,23.94,83.2,26.53,84.24,27.29,82.85,0,1.4584,0.3332,2.6604,74.33,74.26,23.65
1878,230,5,24.32,83.69,26.31,84.28,27.1,82.87,0,1.4666,0.3444,2.6604,74.35,74.28,23.45
1879,230,6,24.72,81.07,26.09,83.9,26.9,82.88,0,1.4315,0.3555,2.6604,74.37,74.29,23.15
1880,230,7,26.22,81.9,25.98,84.15,26.71,82.89,0,1.4387,0.3665,2.6604,74.38,74.31,23.09
1881,230,8,26.46,83.16,25.98,83.62,26.56,82.9,0,1.3544,0.3775,2.6604,74.38,74.32,22.99
1882,230,9,28.35,77.7,24.97,73.15,26.25,82.79,1,1.3531,0.388,2.6604,74.51,74.35,19.83
1883,230,10,29.68,77.82,24.38,66.6,25.87,82.61,1,1.3518,0.3978,2.6604,74.6,74.39,17.76
1884,230,11,30.56,73.89,24.16,63.24,25.53,82.4,1,1.3504,0.4066,2.6604,74.63,74.44,16.73
1885,230,12,30.95,66.67,24.04,60.77,25.23,82.16,1,1.3491,0.4145,2.6604,74.65,74.47,16
1886,230,13,31.06,62.55,24.02,58.83,24.99,81.9,1,1.3478,0.4213,2.6604,74.66,74.51,15.47
1887,230,14,30.36,59.79,24.07,57.45,24.81,81.63,1,1.3465,0.427,2.6604,74.65,74.53,15.14
1888,230,15,32.28,61.11,24.15,55.81,24.67,81.34,1,1.3465,0.4315,2.6604,74.63,74.55,14.77
1889,230,16,30.59,57.65,24.1,55.05,24.56,81.05,1,1.3465,0.4346,2.6604,74.64,74.57,14.51
1890,230,17,31.14,57.95,24.59,55.01,24.57,80.76,0,1.3465,0.4362,2.6604,74.56,74.57,14.96
1891,230,18,30.19,59.69,24.95,55.24,24.64,80.47,0,1.3465,0.4363,2.6604,74.51,74.56,15.35
1892,230,19,29.95,62.49,25.26,55.88,24.77,80.2,0,1.3465,0.3604,2.6604,74.47,74.54,15.83
1893,230,20,29.1,68.21,25.49,57.2,24.91,79.95,0,1.3465,0.359,2.6604,74.44,74.52,16.4
1894,230,21,28.79,67.8,25.67,57.9,25.06,79.7,0,1.3465,0.3577,2.6604,74.42,74.5,16.76
1895,230,22,27.65,73.58,25.7,59.01,25.19,79.47,0,1.3465,0.3564,2.6604,74.41,74.48,17.09
1896,230,23,26.15,78.9,25.61,60.31,25.27,79.26,0,1.3465,0.355,2.6604,74.43,74.47,17.35
1897,231,0,26.22,80.94,25.6,61.76,25.34,79.06,0,1.3465,0.3537,2.6604,74.43,74.46,17.72
1898,231,1,25.77,82.93,25.57,62.73,25.39,78.88,0,1.3465,0.3524,2.6604,74.43,74.45,17.94
1899,231,2,24.84,86.94,25.41,64.31,25.39,78.72,0,1.3465,0.3524,2.6604,74.45,74.45,18.18
1900,231,3,24.19,87.85,25.29,66.03,25.37,78.58,0,1.3465,0.3524,2.6604,74.47,74.46,18.49
1901,231,4,25.04,85.61,25.16,67.86,25.33,78.46,0,1.3465,0.3524,2.6604,74.48,74.46,18.81
1902,231,5,26.38,85.87,25.11,68.91,25.29,78.35,0,1.3465,0.3524,2.6604,74.49,74.47,19
1903,231,6,26.32,83.43,25.1,70.03,25.25,78.26,0,1.3465,0.3524,2.6604,74.49,74.47,19.25
1904,231,7,26.79,79.23,25.13,70.6,25.23,78.18,0,1.3465,0.3524,2.6604,74.49,74.47,19.41
1905,231,8,25.04,80.14,25,71.25,25.18,78.1,0,1.3465,0.3524,2.6604,74.51,74.48,19.43
1906,231,9,24.13,77.57,24.43,65.89,25.03,77.96,1,1.3458,0.3524,2.6604,74.59,74.5,17.64
1907,231,10,24.65,73.42,24.22,62.44,24.87,77.79,1,1.3451,0.3524,2.6604,74.62,74.52,16.59
1908,231,11,26.76,68.17,24.07,59.74,24.71,77.59,1,1.3445,0.3524,2.6604,74.65,74.55,15.76
1909,231,12,28.96,65.61,24.07,58.81,24.58,77.38,1,1.3438,0.3524,2.6604,74.65,74.57,15.51
1910,231,13,28.93,65.54,24.08,57.62,24.48,77.16,1,1.3431,0.3524,2.6604,74.65,74.58,15.21
1911,231,14,29.03,68.87,24.05,56.29,24.4,76.93,1,1.3425,0.3524,2.6604,74.65,74.59,14.81
1912,231,15,28.2,63.92,24.04,56.07,24.32,76.7,1,1.3418,0.3524,2.6604,74.65,74.61,14.74
1913,231,16,28.28,63.43,24.11,55.78,24.28,76.47,1,1.3411,0.3524,2.6604,74.64,74.61,14.72
1914,231,17,28.37,67.63,24.35,56.62,24.3,76.25,0,1.3405,0.3524,2.6604,74.6,74.61,15.19
1915,231,18,26.08,77.55,24.46,57.99,24.33,76.04,0,1.3398,0.3524,2.6604,74.58,74.61,15.66
1916,231,19,27.01,72.35,24.56,59.5,24.37,75.86,0,1.3391,0.3524,2.6604,74.57,74.6,16.15
1917,231,20,27.22,73.47,24.72,60.29,24.44,75.69,0,1.3384,0.3517,2.6604,74.55,74.59,16.51
1918,231,21,26.64,75.94,24.65,60.91,24.48,75.52,0,1.3378,0.3511,2.6604,74.55,74.58,16.61
1919,231,22,27.13,81.28,24.7,62.09,24.53,75.37,0,1.3371,0.3504,2.6604,74.55,74.57,16.96
1920,231,23,26.35,81.87,24.8,63.38,24.58,75.24,0,1.3364,0.3497,2.6604,74.53,74.57,17.38
1921,232,0,24.24,85.34,24.69,65.02,24.6,75.13,0,1.3358,0.3491,2.6604,74.55,74.56,17.67
1922,232,1,23.75,85.29,24.51,66.11,24.58,75.03,0,1.3351,0.3484,2.6604,74.58,74.57,17.77
1923,232,2,21.13,94.06,24.08,68,24.48,74.95,0,1.3344,0.3477,2.6604,74.65,74.58,17.81
1924,232,3,24.14,88.06,23.95,69.43,24.38,74.89,0,1.3338,0.3471,2.6604,74.67,74.6,18.01
1925,232,4,23.66,88.88,23.79,70.58,24.26,74.84,0,1.3331,0.3464,2.6604,74.7,74.62,18.12
1926,232,5,22.75,83.41,23.62,71.26,24.13,74.8,0,1.3324,0.3457,2.6604,74.73,74.64,18.11
1927,232,6,23.68,84.08,23.55,72.02,24.02,74.77,0,1.3318,0.3451,2.6604,74.74,74.66,18.21
1928,232,7,24.9,82.16,23.56,73.18,23.93,74.75,0,1.3311,0.3444,2.6604,74.74,74.67,18.48
1929,232,8,25.64,81.23,23.63,73.6,23.87,74.74,0,1.3304,0.3437,2.6604,74.73,74.68,18.63
1930,232,9,26.41,78.67,23.89,67.41,23.87,74.66,1,1.3298,0.343,2.6604,74.68,74.68,17.48
1931,232,10,26.84,77.83,23.93,62.92,23.88,74.53,1,1.3291,0.3424,2.6604,74.67,74.68,16.43
1932,232,11,28.96,74.47,23.97,60.18,23.9,74.37,1,1.3284,0.3417,2.6604,74.67,74.68,15.77
1933,232,12,29.84,73.47,23.99,58.13,23.92,74.19,1,1.3278,0.341,2.6604,74.66,74.67,15.26
1934,232,13,30.59,70.66,24.04,57.48,23.94,74,1,1.3271,0.3404,2.6604,74.65,74.67,15.13
1935,232,14,31.44,68.69,24.01,56.86,23.95,73.81,1,1.3264,0.3397,2.6604,74.66,74.67,14.93
1936,232,15,30.93,67.11,24.01,56.37,23.97,73.62,1,1.3258,0.339,2.6604,74.66,74.67,14.8
1937,232,16,31.36,68.32,24.07,55.8,23.99,73.42,1,1.3251,0.3384,2.6604,74.65,74.66,14.69
1938,232,17,31.03,68.6,24.57,56.56,24.1,73.23,0,1.3244,0.3377,2.6604,74.57,74.64,15.37
1939,232,18,32.27,71.03,25.13,57.27,24.31,73.05,0,1.3238,0.337,2.6604,74.49,74.61,16.09
1940,232,19,32.24,75.31,25.64,58.79,24.57,72.89,0,1.3231,0.3364,2.6604,74.42,74.57,16.97
1941,232,20,32.43,79.62,26.09,60.1,24.88,72.75,0,1.3224,0.3357,2.6604,74.37,74.52,17.74
1942,232,21,31.53,84.66,26.4,61.46,25.18,72.63,0,1.3218,0.335,2.6604,74.34,74.48,18.39
1943,232,22,30.04,83.81,26.61,62.86,25.47,72.52,0,1.3211,0.3344,2.6604,74.32,74.44,18.95
1944,232,23,30.37,86.26,26.81,64.69,25.73,72.43,0,1.3204,0.3337,2.6604,74.3,74.41,19.6
1945,233,0,29.83,89.85,26.91,66.36,25.97,72.36,0,1.3198,0.333,2.6604,74.29,74.38,20.11
1946,233,1,28.85,90.25,26.97,67.99,26.17,72.32,0,1.3191,0.3324,2.6604,74.29,74.36,20.56
1947,233,2,28.32,89.84,26.98,68.8,26.33,72.28,0,1.3184,0.3317,2.6604,74.29,74.35,20.76
1948,233,3,28.05,87.49,27.08,70.23,26.48,72.25,0,1.3178,0.331,2.6604,74.28,74.33,21.19
1949,233,4,29.4,87.3,27.15,71.38,26.61,72.24,0,1.3171,0.3304,2.6604,74.27,74.32,21.52
1950,233,5,28.63,83.44,27.22,72.55,26.74,72.25,0,1.3164,0.3297,2.6604,74.27,74.31,21.86
1951,233,6,27.9,84.84,27.15,73.27,26.82,72.26,0,1.3158,0.329,2.6604,74.27,74.3,21.95
1952,233,7,27.22,83.46,27.07,73.74,26.87,72.28,0,1.3151,0.3284,2.6604,74.28,74.3,21.98
1953,233,8,27.69,76.71,26.98,73.97,26.89,72.29,0,1.3144,0.3277,2.6604,74.29,74.29,21.95
1954,233,9,28.8,76.9,25.32,67.39,26.58,72.24,1,1.3138,0.327,2.6604,74.46,74.32,18.85
1955,233,10,29.43,76.45,24.61,63.19,26.18,72.14,1,1.3131,0.3264,2.6604,74.56,74.36,17.15
1956,233,11,30.79,74.29,24.3,60.59,25.81,72.01,1,1.3124,0.3257,2.6604,74.61,74.4,16.19
1957,233,12,31.27,71.87,24.17,57.93,25.48,71.85,1,1.3118,0.325,2.6604,74.63,74.44,15.37
1958,233,13,31.96,72.28,24.11,57.03,25.2,71.69,1,1.3111,0.3244,2.6604,74.64,74.48,15.07
1959,233,14,33.53,68.53,23.99,56.99,24.96,71.53,1,1.3104,0.3237,2.6604,74.66,74.51,14.94
1960,233,15,33.99,64.95,24.02,55.86,24.77,71.35,1,1.3098,0.323,2.6604,74.66,74.54,14.66
